"state","year","unemployment_rate"
"Iowa",1996,3.58333333333333
"Iowa",1997,3.14166666666667
"Iowa",1998,2.84166666666667
"Iowa",1999,2.65833333333333
"Iowa",2000,2.68333333333333
"Iowa",2001,3.325
"Iowa",2002,4
"Iowa",2003,4.45
"Iowa",2004,4.525
"Iowa",2005,4.29166666666667
"Iowa",2006,3.7
"Iowa",2007,3.71666666666667
"Iowa",2008,4.18333333333333
"Iowa",2009,6.4
"Iowa",2010,6.11666666666667
"Iowa",2011,5.65
"Iowa",2012,5.05833333333333
"Iowa",2013,4.725
"Iowa",2014,4.225
"Iowa",2015,3.69166666666667
"Iowa",2016,3.575
"Iowa",2017,3.05833333333333
"Iowa",2018,2.575
"Iowa",2019,2.65833333333333
"Iowa",2020,5.2
"Iowa",2021,3.85
"Iowa",2022,2.80833333333333
"Iowa",2023,2.95833333333333
"Iowa",2024,2.89
"Idaho",1976,5.65
"Idaho",1977,5.85
"Idaho",1978,5.49166666666667
"Idaho",1979,5.825
"Idaho",1980,7.55
"Idaho",1981,7.65
"Idaho",1982,9.88333333333333
"Idaho",1983,9.075
"Idaho",1984,7.2
"Idaho",1985,7.80833333333333
"Idaho",1986,8.38333333333333
"Idaho",1987,7.625
"Idaho",1988,6.19166666666667
"Idaho",1989,5.48333333333333
"Idaho",1990,5.625
"Idaho",1991,6.34166666666667
"Idaho",1992,6.51666666666667
"Idaho",1993,6.075
"Idaho",1994,5.5
"Idaho",1995,5.5
"Idaho",1996,5.425
"Idaho",1997,5.21666666666667
"Idaho",1998,5.23333333333333
"Idaho",1999,5.00833333333333
"Idaho",2000,4.65833333333333
"Idaho",2001,5.08333333333333
"Idaho",2002,5.61666666666667
"Idaho",2003,5.56666666666667
"Idaho",2004,4.86666666666667
"Idaho",2005,3.99166666666667
"Idaho",2006,3.425
"Idaho",2007,3.025
"Idaho",2008,5.03333333333333
"Idaho",2009,8.70833333333333
"Idaho",2010,8.75833333333333
"Idaho",2011,8.16666666666667
"Idaho",2012,7.4
"Idaho",2013,6.81666666666667
"Idaho",2014,4.38333333333333
"Idaho",2015,3.86666666666667
"Idaho",2016,3.675
"Idaho",2017,3.21666666666667
"Idaho",2018,2.875
"Idaho",2019,2.88333333333333
"Idaho",2020,5.54166666666667
"Idaho",2021,3.55
"Idaho",2022,2.84166666666667
"Idaho",2023,3.08333333333333
"Idaho",2024,3.42
"Illinois",1976,6.55
"Illinois",1977,6.19166666666667
"Illinois",1978,5.98333333333333
"Illinois",1979,5.58333333333333
"Illinois",1980,8.21666666666667
"Illinois",1981,8.625
"Illinois",1982,11.4
"Illinois",1983,11.7083333333333
"Illinois",1984,9.13333333333333
"Illinois",1985,9.05833333333333
"Illinois",1986,8.30833333333333
"Illinois",1987,7.46666666666667
"Illinois",1988,6.74166666666667
"Illinois",1989,6.06666666666667
"Illinois",1990,6.3
"Illinois",1991,7.28333333333333
"Illinois",1992,7.86666666666667
"Illinois",1993,7.49166666666667
"Illinois",1994,5.8
"Illinois",1995,5.2
"Illinois",1996,5.28333333333333
"Illinois",1997,4.775
"Illinois",1998,4.45
"Illinois",1999,4.40833333333333
"Illinois",2000,4.44166666666667
"Illinois",2001,5.43333333333333
"Illinois",2002,6.55
"Illinois",2003,6.725
"Illinois",2004,6.175
"Illinois",2005,5.71666666666667
"Illinois",2006,4.6
"Illinois",2007,5.06666666666667
"Illinois",2008,6.50833333333333
"Illinois",2009,10.1833333333333
"Illinois",2010,10.4666666666667
"Illinois",2011,9.75833333333333
"Illinois",2012,9.05
"Illinois",2013,9.075
"Illinois",2014,7.16666666666667
"Illinois",2015,5.99166666666667
"Illinois",2016,5.88333333333333
"Illinois",2017,4.95
"Illinois",2018,4.4
"Illinois",2019,3.96666666666667
"Illinois",2020,9.30833333333333
"Illinois",2021,6.1
"Illinois",2022,4.56666666666667
"Illinois",2023,4.45833333333333
"Illinois",2024,5.01
"Indiana",1976,6.03333333333333
"Indiana",1977,5.76666666666667
"Indiana",1978,5.55
"Indiana",1979,6.43333333333333
"Indiana",1980,9.71666666666667
"Indiana",1981,9.7
"Indiana",1982,11.9833333333333
"Indiana",1983,11.1
"Indiana",1984,8.46666666666667
"Indiana",1985,7.675
"Indiana",1986,6.80833333333333
"Indiana",1987,6.13333333333333
"Indiana",1988,5.175
"Indiana",1989,4.71666666666667
"Indiana",1990,5.10833333333333
"Indiana",1991,5.7
"Indiana",1992,6.09166666666667
"Indiana",1993,5.11666666666667
"Indiana",1994,4.65833333333333
"Indiana",1995,4.43333333333333
"Indiana",1996,3.96666666666667
"Indiana",1997,3.41666666666667
"Indiana",1998,3.00833333333333
"Indiana",1999,2.95
"Indiana",2000,3.05
"Indiana",2001,4.24166666666667
"Indiana",2002,5.19166666666667
"Indiana",2003,5.275
"Indiana",2004,5.4
"Indiana",2005,5.39166666666667
"Indiana",2006,5
"Indiana",2007,4.625
"Indiana",2008,5.94166666666667
"Indiana",2009,10.4333333333333
"Indiana",2010,10.0833333333333
"Indiana",2011,8.90833333333333
"Indiana",2012,8.225
"Indiana",2013,7.5
"Indiana",2014,5.95
"Indiana",2015,4.78333333333333
"Indiana",2016,4.36666666666667
"Indiana",2017,3.49166666666667
"Indiana",2018,3.43333333333333
"Indiana",2019,3.30833333333333
"Indiana",2020,7.35
"Indiana",2021,3.91666666666667
"Indiana",2022,3.06666666666667
"Indiana",2023,3.34166666666667
"Indiana",2024,3.85
"Kansas",1976,4.15
"Kansas",1977,3.875
"Kansas",1978,3.04166666666667
"Kansas",1979,3.10833333333333
"Kansas",1980,4.4
"Kansas",1981,4.325
"Kansas",1982,6.3
"Kansas",1983,5.89166666666667
"Kansas",1984,4.98333333333333
"Kansas",1985,5.13333333333333
"Kansas",1986,5.35833333333333
"Kansas",1987,4.81666666666667
"Kansas",1988,4.49166666666667
"Kansas",1989,4.15
"Kansas",1990,4.25
"Kansas",1991,4.45
"Kansas",1992,4.56666666666667
"Kansas",1993,4.94166666666667
"Kansas",1994,4.78333333333333
"Kansas",1995,4.35833333333333
"Kansas",1996,4.25
"Kansas",1997,3.79166666666667
"Kansas",1998,3.675
"Kansas",1999,3.48333333333333
"Kansas",2000,3.775
"Kansas",2001,4.26666666666667
"Kansas",2002,5.08333333333333
"Kansas",2003,5.55
"Kansas",2004,5.50833333333333
"Kansas",2005,5.06666666666667
"Kansas",2006,4.425
"Kansas",2007,4.23333333333333
"Kansas",2008,4.60833333333333
"Kansas",2009,6.89166666666667
"Kansas",2010,6.93333333333333
"Kansas",2011,6.38333333333333
"Kansas",2012,5.71666666666667
"Kansas",2013,5.3
"Kansas",2014,4.50833333333333
"Kansas",2015,4.15
"Kansas",2016,4.01666666666667
"Kansas",2017,3.61666666666667
"Kansas",2018,3.35833333333333
"Kansas",2019,3.15833333333333
"Kansas",2020,5.81666666666667
"Kansas",2021,3.35
"Kansas",2022,2.625
"Kansas",2023,2.65
"Kansas",2024,2.99
"Kentucky",1976,5.45
"Kentucky",1977,4.825
"Kentucky",1978,5.075
"Kentucky",1979,5.55
"Kentucky",1980,8.01666666666667
"Kentucky",1981,8.625
"Kentucky",1982,10.825
"Kentucky",1983,11.25
"Kentucky",1984,9.05833333333333
"Kentucky",1985,9
"Kentucky",1986,9.23333333333333
"Kentucky",1987,8.275
"Kentucky",1988,7.45833333333333
"Kentucky",1989,6.35
"Kentucky",1990,6.04166666666667
"Kentucky",1991,7.31666666666667
"Kentucky",1992,6.88333333333333
"Kentucky",1993,6.18333333333333
"Kentucky",1994,5.375
"Kentucky",1995,5.38333333333333
"Kentucky",1996,5.41666666666667
"Kentucky",1997,5.20833333333333
"Kentucky",1998,4.50833333333333
"Kentucky",1999,4.5
"Kentucky",2000,4.15
"Kentucky",2001,5.20833333333333
"Kentucky",2002,5.78333333333333
"Kentucky",2003,6.175
"Kentucky",2004,5.49166666666667
"Kentucky",2005,5.89166666666667
"Kentucky",2006,5.70833333333333
"Kentucky",2007,5.38333333333333
"Kentucky",2008,6.46666666666667
"Kentucky",2009,10.8
"Kentucky",2010,10.3083333333333
"Kentucky",2011,9.38333333333333
"Kentucky",2012,8.20833333333333
"Kentucky",2013,7.925
"Kentucky",2014,6.40833333333333
"Kentucky",2015,5.23333333333333
"Kentucky",2016,5.025
"Kentucky",2017,4.78333333333333
"Kentucky",2018,4.23333333333333
"Kentucky",2019,4.10833333333333
"Kentucky",2020,6.48333333333333
"Kentucky",2021,4.46666666666667
"Kentucky",2022,4.05
"Kentucky",2023,4.175
"Kentucky",2024,4.91
"Louisiana",1976,6.64166666666667
"Louisiana",1977,6.93333333333333
"Louisiana",1978,6.8
"Louisiana",1979,6.65
"Louisiana",1980,7.05
"Louisiana",1981,8.44166666666667
"Louisiana",1982,10.2166666666667
"Louisiana",1983,11.55
"Louisiana",1984,10.2083333333333
"Louisiana",1985,11.4416666666667
